"catastrophic","ˌkæt.əˈstrɒf.ɪk","C2","adj","causing sudden and very great harm or destruction","felaket getiren, yıkıcı","disastrous, devastating","The war had <b>catastrophic</b> consequences for the region.","A <b>catastrophic</b> failure in the system caused the data loss.","Kata Trafik","Otoyoldaki <b>Kata</b> (kaza) yüzünden <b>Trafik</b> (catastrophic) felç oldu, tam bir <b>felaket getiren</b> durumdu."
"as long as","æz lɒŋ æz","B1","conj","if","sürece, şartıyla","provided that, if","You can go out <b>as long as</b> you finish your homework.","I will help you <b>as long as</b> you promise to try.","Ez Lan Gez","Baba oğluna 'Düşmanlarını <b>Ez Lan, Gez</b> (as long as) toz ama adam olman <b>şartıyla</b>' dedi."
"insight","ˈɪn.saɪt","C1","noun","a clear, deep, and sometimes sudden understanding","içgörü, kavrayış","understanding, perception","The book gives a fascinating <b>insight</b> into the author's mind.","We need more <b>insight</b> into customer behavior.","İn Sait","Mağaraya <b>İn</b>en <b>Sait</b> (insight), karanlıkta görme konusunda büyük bir <b>içgörü</b> kazandı."
"capable","ˈkeɪ.pə.bəl","B2","adj","able to do things effectively","yetenekli, muktedir","competent, able","She is a very <b>capable</b> teacher.","He is <b>capable</b> of running a marathon.","Kapı Bol","Hırsız o kadar <b>yetenekli</b> ki, girdiği sarayda <b>Kapı Bol</b> (capable) olmasına rağmen hepsini açtı."
"expand","ɪkˈspænd","B2","verb","to increase in size or amount","genişlemek, büyümek","grow, enlarge","Metals <b>expand</b> when heated.","They plan to <b>expand</b> their business into Asia.","Eks Pende","<b>Eks</b> (eski) sevgilimin <b>Pende</b> (pende-ben de) kalan eşyaları o kadar çok ki, oda iyice daraldı, biraz <b>genişlemek</b> lazım."
"peer","pɪər","C1","noun","a person who is the same age or has the same social position","akran, denk","equal, fellow","He is respected by his <b>peer</b>s.","She felt pressure from her <b>peer</b> group.","Peynir","Okul kantininde <b>Peynir</b> (peer) ekmek yiyen çocuklar hep birbirinin <b>akran</b>ıydı."
"malleable","ˈmæl.i.ə.bəl","C2","adj","easily influenced, trained, or controlled (or shaped)","şekil alabilir, uysal","pliable, flexible","Silver is a <b>malleable</b> metal.","The minds of young children are highly <b>malleable</b>.","Mali Abla","Mahalledeki <b>Mali Abla</b> (malleable) o kadar <b>uysal</b>dır ki, kim ne derse ona göre <b>şekil alır</b>."
"ditch","dɪtʃ","C2","verb","to get rid of something or someone (informal)","ekmek, başından atmak (veya hendek)","abandon, discard","They decided to <b>ditch</b> the car and walk.","He <b>ditch</b>ed school to go to the movies.","Diç (Diş)","Çürük <b>Diş</b> (ditch) ağrı yapınca doktor 'Bunu <b>başından atıp</b> kurtulmamız lazım' dedi."
"mess","mes","B1","noun","a situation that is full of problems","karışıklık, dağınıklık","chaos, disorder","My room is a complete <b>mess</b>.","He made a <b>mess</b> of the project.","Mes","Futbolcu <b>Mes</b>si (mess), odasını <b>dağınıklık</b> içinde bırakıp antrenmana kaçtı."
"mediocre","ˌmiː.diˈəʊ.kər","C2","adj","not very good","vasat, sıradan","average, ordinary","The movie was <b>mediocre</b> at best.","I'm tired of eating <b>mediocre</b> food.","Midi Okur","Bu çocuk sadece <b>Midi</b> boy kitapları <b>Okur</b> (mediocre), performansı çok <b>vasat</b>."
"vague","veɪɡ","C1","adj","not clearly expressed or described","belirsiz, muğlak","unclear, indistinct","He gave a <b>vague</b> answer to my question.","I have a <b>vague</b> memory of meeting her.","Veyg (Veyahut)","Adam sürekli 'Şunu yaparım <b>Vey</b>ahut (vague) yapmam' diyerek <b>belirsiz</b> konuştu."
"deprecate","ˈdep.rə.keɪt","C2","verb","to not approve of something (in software: marked as obsolete)","onaylamamak (yazılımda: kullanımdan kaldırmak)","disapprove, obsolete","The feature was <b>deprecate</b>d in the latest version.","He <b>deprecate</b>d his own contribution to the success.","Depreket (Depreşmek)","Eski sürümü kullanınca sorunlarım <b>Depre</b>şti, <b>k</b>ahret (deprecate)sin diyerek o özelliği <b>kullanımdan kaldırdı</b>."
"downright terrifying","ˈdaʊn.raɪt ˈter.ə.faɪ.ɪŋ","C2","phrase","extremely scary","düpedüz korkunç","extremely frightening","The turbulence on the flight was <b>downright terrifying</b>.","It was a <b>downright terrifying</b> experience.","Don Rayt Ter","<b>Don</b>u düşen adam <b>Ray</b>da <b>Ter</b> (downright terrifying) içinde kalınca trenin gelişi <b>düpedüz korkunç</b> bir hal aldı."
"endurance","ɪnˈdʒʊə.rəns","C2","noun","the ability to keep doing something difficult","dayanıklılık, tahammül","stamina, perseverance","Running a marathon tests your <b>endurance</b>.","He showed great <b>endurance</b> under pain.","En Duran","Yarışta <b>En Duran</b> (endurance) (sona kalan) adam, en büyük <b>dayanıklılığı</b> gösterip kazandı."
"decelerate","ˌdiːˈsel.ə.reɪt","C1","verb","to reduce the speed that you are moving at","yavaşlamak, hız kesmek","slow down, brake","The car began to <b>decelerate</b> as it approached the curve.","Economic growth is expected to <b>decelerate</b> next year.","Deselere Et","Şoför 'Hızımız çok arttı, frene basıp <b>Deselere Et</b> (decelerate) (tesir et) de <b>yavaşlayalım</b>' dedi."
"bursting","ˈbɜːst.ɪŋ","B2","adj","full and ready to break open","patlayacak gibi (dolu)","full, overflowing","The bag was <b>bursting</b> with gifts.","She was <b>bursting</b> with excitement.","Börs (Borsa)","<b>Borsa</b> (bursting) o kadar yükseldi ki, yatırımcılar heyecandan <b>patlayacak gibi</b> oldu."
"wobbling","ˈwɒb.lɪŋ","B2","verb","moving unsteadily from side to side","sallanan, titreyen","shaking, rocking","The table is <b>wobbling</b>; put something under the leg.","His voice was <b>wobbling</b> with emotion.","Vabıl (Babil)","<b>Babil</b> (wobbling) kulesi depremde <b>sallanan</b> bir yapı gibi titredi."
"field","fiːld","B1","noun","an area of activity or interest","alan, saha","area, domain","He is an expert in the <b>field</b> of genetics.","We need to do some <b>field</b> research.","Fil","Koca <b>Fil</b> (field), futbol <b>sahası</b>na girince maç iptal oldu."
"reliability","rɪˌlaɪ.əˈbɪl.ə.ti","C1","noun","the quality of being able to be trusted","güvenilirlik","dependability, trustworthiness","The <b>reliability</b> of this car is legendary.","We need to improve the system's <b>reliability</b>.","Rila (Lira) Bile","Bu adamın sözüne beş <b>Lira Bile</b> (reliability) verilmez, <b>güvenilirlik</b> sıfır."
"stranded","ˈstræn.dɪd","C2","adj","unable to leave somewhere","mahsur kalmış, yolda kalmış","stuck, marooned","We were left <b>stranded</b> at the airport.","The ship was <b>stranded</b> on a sandbank.","Sıtrend (Trend)","Moda haftasında <b>Sıtrend</b> (stranded) kıyafetleriyle podyumda <b>mahsur kalmış</b> manken ağladı."
"settle","ˈset.əl","B2","verb","to reach a decision or an agreement","halletmek, uzlaşmak (veya yerleşmek)","resolve, agree","They finally <b>settle</b>d the dispute out of court.","It's time to <b>settle</b> down and start a family.","Set Tel","Komşular arsadaki sınır kavgasına son verip araya <b>Set Tel</b> (settle) çekerek <b>uzlaştılar</b>."
"fraudulent","ˈfrɔː.dʒə.lənt","C2","adj","dishonest and illegal","hileli, sahte","dishonest, fake","He was charged with <b>fraudulent</b> trading.","They discovered a <b>fraudulent</b> insurance claim.","Fıro Dilen","Sokakta 'Açım' diye <b>Dilen</b>en <b>Fıro</b> (fraudulent) aslında zenginmiş, tam bir <b>sahte</b>kar."
"fraud","frɔːd","C2","noun","the crime of getting money by deceiving people","dolandırıcılık, sahtekarlık","deception, scam","Credit card <b>fraud</b> is on the rise.","He was exposed as a <b>fraud</b>.","Fırat","<b>Fırat</b> (fraud), internette insanları kandırıp paralarını alarak büyük bir <b>dolandırıcılık</b> yaptı."
"competence","ˈkɒm.pɪ.təns","C1","noun","the ability to do something well","yetkinlik, yeterlilik","ability, capability","I doubt his <b>competence</b> to lead the team.","Students must demonstrate <b>competence</b> in English.","Kampı Tıns","İzcilik <b>Kampı</b>nda çadır kurma konusundaki <b>yeterliliğin</b>i göster, yoksa kimse seni <b>Tın</b>s (competence) (tınlamaz)."
"go hand in hand","ɡəʊ hænd ɪn hænd","C1","idiom","to happen or exist together","birbiriyle bağlantılı olmak, el ele gitmek","accompany, coexist","Poverty and crime often <b>go hand in hand</b>.|Freedom and responsibility <b>go hand in hand</b>.","Go Hand","Kardeşler okula <b>Go</b> (git)erken hep <b>Hand</b> (el) (go hand in hand) ele tutuşurlar, hiç ayrılmazlar."
"excessively","ɪkˈses.ɪv.li","C1","adv","in a way that is too much","aşırı derecede","unduly, overly","The music was <b>excessively</b> loud.","He worries <b>excessively</b> about his health.","Eks Ses Evli","<b>Eks</b> (eski) sevgilisi telefonda <b>Ses</b>ini <b>Evli</b> (excessively) adama duyurmak için <b>aşırı derecede</b> bağırdı."
"delegate","ˈdel.ɪ.ɡeɪt","C1","verb","to give a particular job, duty, right, etc. to someone else","yetki vermek, devretmek","assign, entrust","A good manager knows how to <b>delegate</b> tasks.","I will <b>delegate</b> this responsibility to my assistant.","Deli Geyik","Kral, ormanı yönetme görevini <b>Deli Geyik</b> (delegate) e <b>devredince</b> ortalık karıştı."
"ruminate","ˈruː.mɪ.neɪt","C2","verb","to think carefully and for a long period about something","derin derin düşünmek","contemplate, ponder","He sat alone, <b>ruminat</b>ing on his mistakes.","There is no point <b>ruminat</b>ing over the past.","Rumi Ney't","Mevlana Celaleddin <b>Rumi</b>, <b>Ney</b>'i <b>T</b> (ruminate)utturup üflerken hayatın anlamını <b>derin derin düşünürdü</b>."
"contentment","kənˈtent.mənt","C2","noun","happiness and satisfaction","hoşnutluk, memnuniyet","satisfaction, happiness","He found deep <b>contentment</b> in his simple life.","Her face glowed with <b>contentment</b>.","Kaptan Mant","<b>Kaptan</b> gemide yediği <b>Mant</b>ı (contentment)dan o kadar keyif aldı ki yüzünde büyük bir <b>memnuniyet</b> belirdi."
"stride","straɪd","C1","noun","a long step when walking or running (also progress)","uzun adım, aşama","step, pace","He walked with a confident <b>stride</b>.|We have made great <b>stride</b>s in science.","Sıtra (Sıra) İt","Askerler <b>Sıra</b>yla <b>İt</b> (stride)iş kakış yürürken komutan 'Düzgün ve <b>uzun adım</b>larla yürüyün!' dedi."
"flawless","ˈflɔː.ləs","C1","adj","perfect or without mistakes","kusursuz","perfect, impeccable","Her performance was absolutely <b>flawless</b>.","He speaks <b>flawless</b> French.","Fil Avlas","Avcı o kadar <b>kusursuz</b> nişan alır ki, tek atışta koca <b>Fil Avlas</b>a (flawless) şaşırmam."
"the sooner the better","ðə ˈsuː.nər ðə ˈbet.ər","B2","phrase","as quickly as possible","ne kadar erken o kadar iyi","asap","Please send the report; <b>the sooner the better</b>.","We should start, <b>the sooner the better</b>.","Suna Beter","<b>Suna</b>, 'Durum <b>Beter</b> (the sooner the better) olmadan gidelim, <b>ne kadar erken o kadar iyi</b>' dedi."
"throughput","ˈθruː.pʊt","C1","noun","an amount of work etc. done in a particular period of time","iş hacmi, verimlilik oranı","output, capacity","We need to increase the system's <b>throughput</b>.|Network <b>throughput</b> has dropped significantly.","Tura Put","Fabrika müdürü 'Yazı <b>Tura</b> atıp <b>Put</b> (throughput) gibi durmayın, <b>iş hacmi</b>ni artırın!' diye bağırdı."
"latency","ˈleɪ.tən.si","C2","noun","the delay before a transfer of data begins","gecikme süresi","delay, lag","Low <b>latency</b> is crucial for online gaming.","We are trying to reduce the network <b>latency</b>.","Ley Tensi","Manken <b>Ley</b>la'nın <b>Tensi</b> (latency) (cildi) o kadar geç yaşlanıyor ki, yaşlılık belirtilerinde büyük bir <b>gecikme süresi</b> var."
"emphasize","ˈem.fə.saɪz","B2","verb","to show that something is very important","vurgulamak","highlight, stress","I must <b>emphasize</b> the importance of safety.","The report <b>emphasize</b>s the need for reform.","Emfa Saz","Müzisyen, şarkının en önemli yerini <b>vurgulamak</b> için '<b>Emfa</b> (En fena) <b>Saz</b> (emphasize)ı ben çalarım' dedi."
"ambiguous","æmˈbɪɡ.ju.əs","C2","adj","having or expressing more than one possible meaning","belirsiz, muğlak (çift anlamlı)","unclear, vague","His reply was <b>ambiguous</b>.","The wording of the contract is slightly <b>ambiguous</b>.","Ambi Guvaz","Ressamın çizdiği <b>Ambi</b> (ikili) <b>Guvaz</b> (ambiguous) (boğaz) resmi o kadar <b>muğlak</b>tı ki ne olduğu anlaşılmıyordu."
"vary","ˈveə.ri","B2","verb","to change in some way","değişmek, çeşitlilik göstermek","differ, change","Prices <b>vary</b> depending on the season.","The menu <b>varies</b> from day to day.","Veri","Bilgisayardaki <b>Veri</b> (vary)ler sürekli güncellenip <b>değişiyor</b>, sabit kalmıyor."
"upbring","ˈʌpˌbrɪŋ","C1","verb","raise (a child) (usually: upbringing - noun)","büyütmek, yetiştirmek (genelde upbringing olarak kullanılır)","raise, rear","He had a strict <b>upbring</b>ing.","Parents struggle to <b>upbring</b> their children well.","İp Bırak","Çocuğu <b>yetiştirirken</b> çok sıkma, bazen <b>İp Bırak</b> (upbring) ki özgürce <b>büyüsün</b>."
"camaraderie","ˌkæm.əˈrɑː.dər.i","C2","noun","a feeling of friendliness towards people that you work or share an experience with","yoldaşlık, arkadaşlık ruhu","friendship, comradeship","There was a great sense of <b>camaraderie</b> in the team.","I miss the <b>camaraderie</b> of my army days.","Kamera Deri","Film setinde <b>Kamera</b> ve <b>Deri</b> (camaraderie) koltuk arasında oturan oyuncular arasında sıkı bir <b>arkadaşlık ruhu</b> oluştu."
"proceed","prəˈsiːd","C1","verb","to continue as planned","devam etmek, ilerlemek","continue, go on","Please <b>proceed</b> with your presentation.","We can now <b>proceed</b> to the next item on the agenda.","Pıro Seyit","<b>Pıro</b> (puro) içen <b>Seyit</b> (proceed), dumanı üfleyerek yoluna <b>devam etti</b>."
"involve","ɪnˈvɒlv|","B1","verb","to include someone or something","içermek, kapsamak","include, entail","The job <b>involve</b>s a lot of traveling.","Don't <b>involve</b> me in your argument.","İn Valv","Tamirci 'Motorun <b>İn</b> (iç) <b>Valv</b>i (involve) (valfi) arızayı da <b>kapsıyor</b>, hepsini değiştirmeliyiz' dedi."
"volunteer","ˌvɒl.ənˈtɪər","B1","verb","to offer to do something that you do not have to do","gönüllü olmak","offer, step forward","I <b>volunteer</b>ed to help with the event.","She <b>volunteer</b>s at the hospital every weekend.","Valan Tır","Şoför 'Bu <b>Valan</b> (yalan) dünya için kim <b>Tır</b> (volunteer) sürmeye <b>gönüllü olur</b>?' diye sordu."
"fuel","fjʊəl","C1","verb","to increase a feeling or a type of behavior (metaphorical)","körüklemek, ateşlemek (veya yakıt)","stimulate, feed","His comments <b>fuel</b>ed the controversy.","Fear <b>fuel</b>s his anger.","Ful (Full)","Benzinciye 'Depoyu <b>Ful</b> (fuel) le!' dedim, arabayı <b>ateşle</b>yip yola çıktım."
"denigrating","ˈden.ɪ.ɡreɪt.ɪŋ","C2","verb","saying that someone or something is not good or important","küçümseyici, kötüleyici","disparaging, belittling","Stop <b>denigrating</b> people's efforts.","He made a <b>denigrating</b> remark about her work.","Deni Kıretin","Adam 'Bu <b>Deni</b> (deniz) suyu <b>Kıretin</b> (kreatin) (denigrating) kadar değersiz' diyerek denizi <b>küçümsedi</b>."
